index,class_1,class_2,class_3,male,female,age,sipsp,parch,A_ticket,C_ticket,CA_ticket,FC_ticket,numeric_ticket,Others_ticket,PC_ticket,PP_ticket,SC_ticket,SO_ticket,SOTON_ticket,STON_ticket,W_ticket,Fare,Embarked_C,Embarked_Q,Embarked_S,Survival
16,0,1,0,0,1,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,1,1
17,0,0,1,1,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.125,0,1,0,0
18,0,1,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,1
19,0,0,1,0,1,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,1,0
20,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.225,1,0,0,1
21,0,1,0,1,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,1,0
22,0,1,0,1,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,1
23,0,0,1,0,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0292,0,1,0,1
24,1,0,0,1,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.5,0,0,1,1
25,0,0,1,0,1,8,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,21.075,0,0,1,0
26,0,0,1,0,1,38,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,31.3875,0,0,1,1
27,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.225,1,0,0,0
28,1,0,0,1,0,19,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,263,0,0,1,0
29,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8792,0,1,0,1
30,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0
31,1,0,0,1,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.7208,1,0,0,0
32,1,0,0,0,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146.5208,1,0,0,1
33,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,1
34,0,1,0,1,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1,0
35,1,0,0,1,0,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.1708,1,0,0,0
36,1,0,0,1,0,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,1,0
37,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2292,1,0,0,1
38,0,0,1,1,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,1,0
39,0,0,1,0,1,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,1,0
40,0,0,1,0,1,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.2417,1,0,0,1
41,0,0,1,0,1,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.475,0,0,1,0
42,0,1,0,0,1,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,1,0
43,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,1,0,0,0
44,0,1,0,0,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,41.5792,1,0,0,1
45,0,0,1,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8792,0,1,0,1
46,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.05,0,0,1,0
47,0,0,1,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.5,0,1,0,0
48,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,1
49,0,0,1,1,0,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.6792,1,0,0,0
50,0,0,1,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.8,0,0,1,0
51,0,0,1,1,0,7,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,39.6875,0,0,1,0
52,0,0,1,1,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,1,0
53,1,0,0,0,1,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.7292,1,0,0,1
54,0,1,0,0,1,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,1,1
55,1,0,0,1,0,65,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,61.9792,1,0,0,0
56,1,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.5,0,0,1,1
57,0,1,0,0,1,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1,1
58,0,0,1,1,0,28.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2292,1,0,0,0
59,0,1,0,0,1,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,27.75,0,0,1,1
60,0,0,1,1,0,11,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,46.9,0,0,1,0
61,0,0,1,1,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2292,1,0,0,0
62,1,0,0,0,1,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,1
63,1,0,0,1,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.475,0,0,1,0
64,0,0,1,1,0,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,27.9,0,0,1,0
65,1,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.7208,1,0,0,0
66,0,0,1,1,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.2458,1,0,0,1
67,0,1,0,0,1,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1,1
68,0,0,1,1,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.1583,0,0,1,0
69,0,0,1,0,1,17,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7.925,0,0,1,1
70,0,0,1,1,0,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.6625,0,0,1,0
71,0,1,0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1,0
72,0,0,1,0,1,16,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,46.9,0,0,1,0
73,0,1,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.5,0,0,1,0
74,0,0,1,1,0,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.4542,1,0,0,0
75,0,0,1,1,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56.4958,0,0,1,1
76,0,0,1,1,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.65,0,0,1,0
77,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0
78,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.05,0,0,1,0
79,0,1,0,1,0,0.83,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,0,1,1
80,0,0,1,0,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.475,0,0,1,1
81,0,0,1,1,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0
82,0,0,1,1,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.5,0,0,1,1
83,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7875,0,1,0,1
84,1,0,0,1,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.1,0,0,1,0
85,0,1,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.5,0,0,1,1
86,0,0,1,0,1,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.85,0,0,1,1
87,0,0,1,1,0,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,34.375,0,0,1,0
88,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.05,0,0,1,0
89,1,0,0,0,1,23,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,263,0,0,1,1
90,0,0,1,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.05,0,0,1,0
91,0,0,1,1,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.05,0,0,1,0
92,0,0,1,1,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8542,0,0,1,0
93,1,0,0,1,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61.175,0,0,1,0
94,0,0,1,1,0,26,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,20.575,0,0,1,0
95,0,0,1,1,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.25,0,0,1,0
96,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.05,0,0,1,0
97,1,0,0,1,0,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.6542,1,0,0,0
98,1,0,0,1,0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63.3583,1,0,0,1
99,0,1,0,0,1,34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,1,1
100,0,1,0,1,0,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,1,0
101,0,0,1,0,1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0
102,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0
103,1,0,0,1,0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77.2875,0,0,1,0
104,0,0,1,1,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.6542,0,0,1,0
105,0,0,1,1,0,37,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.925,0,0,1,0
106,0,0,1,1,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0
107,0,0,1,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.65,0,0,1,1
108,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.775,0,0,1,1
109,0,0,1,1,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0
110,0,0,1,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.15,0,1,0,1
111,1,0,0,1,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,1,0
112,0,0,1,0,1,14.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.4542,1,0,0,0
113,0,0,1,1,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.05,0,0,1,0
114,0,0,1,0,1,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.825,0,0,1,0
115,0,0,1,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.4583,1,0,0,0
116,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.925,0,0,1,0
117,0,0,1,1,0,70.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,0
118,0,1,0,1,0,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,1,0
119,1,0,0,1,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,247.5208,1,0,0,0
120,0,0,1,0,1,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,31.275,0,0,1,0
121,0,1,0,1,0,21,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.5,0,0,1,0
122,0,0,1,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,1,0
123,0,1,0,1,0,32.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.0708,1,0,0,0
124,0,1,0,0,1,32.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,1
125,1,0,0,1,0,54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77.2875,0,0,1,0
126,0,0,1,1,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.2417,1,0,0,1
127,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,0
128,0,0,1,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1417,0,0,1,1
129,0,0,1,0,1,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22.3583,1,0,0,1
130,0,0,1,1,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.975,0,0,1,0
131,0,0,1,1,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,1,0,0,0
132,0,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.05,0,0,1,0
133,0,0,1,0,1,47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,1,0
134,0,1,0,0,1,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,1,1
135,0,1,0,1,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0
136,0,1,0,1,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0458,1,0,0,0
137,1,0,0,0,1,19,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,26.2833,0,0,1,1
138,1,0,0,1,0,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.1,0,0,1,0
139,0,0,1,1,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.2167,0,0,1,0
140,1,0,0,1,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.2,1,0,0,0
141,0,0,1,0,1,,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,15.2458,1,0,0,0
142,0,0,1,0,1,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,0,1,1
143,0,0,1,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.85,0,0,1,1
144,0,0,1,1,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.75,0,1,0,0
145,0,1,0,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.5,0,0,1,0
146,0,1,0,1,0,19,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,36.75,0,0,1,0
147,0,0,1,1,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7958,0,0,1,1
148,0,0,1,0,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34.375,0,0,1,0
149,0,1,0,1,0,36.5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,1,0
150,0,1,0,1,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0
151,0,1,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.525,0,0,1,0
152,1,0,0,0,1,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.6,0,0,1,1
153,0,0,1,1,0,55.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,1,0
154,0,0,1,1,0,40.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,1,0
155,0,0,1,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.3125,0,0,1,0
156,1,0,0,1,0,51,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61.3792,1,0,0,0
157,0,0,1,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7333,0,1,0,1
158,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.05,0,0,1,0
159,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.6625,0,0,1,0
160,0,0,1,1,0,,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,69.55,0,0,1,0
161,0,0,1,1,0,44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.1,0,0,1,0
162,0,1,0,0,1,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.75,0,0,1,1
163,0,0,1,1,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.775,0,0,1,0
164,0,0,1,1,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.6625,0,0,1,0
165,0,0,1,1,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,39.6875,0,0,1,0
166,0,0,1,1,0,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,20.525,0,0,1,1
167,1,0,0,0,1,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,55,0,0,1,1
168,0,0,1,0,1,45,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,27.9,0,0,1,0
169,1,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.925,0,0,1,0
170,0,0,1,1,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56.4958,0,0,1,0
171,1,0,0,1,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.5,0,0,1,0
172,0,0,1,1,0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.125,0,1,0,0
173,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11.1333,0,0,1,1
174,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.925,0,0,1,0
175,1,0,0,1,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.6958,1,0,0,0
176,0,0,1,1,0,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8542,0,0,1,0
177,0,0,1,1,0,,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25.4667,0,0,1,0
178,1,0,0,0,1,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28.7125,1,0,0,0
179,0,1,0,1,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0
180,0,0,1,1,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
181,0,0,1,0,1,,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,69.55,0,0,1,0
182,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.05,1,0,0,0
183,0,0,1,1,0,9,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,31.3875,0,0,1,0
184,0,1,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,1,1
185,0,0,1,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,22.025,0,0,1,1
186,1,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,1,0
187,0,0,1,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.5,0,1,0,1
188,1,0,0,1,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.55,0,0,1,1
189,0,0,1,1,0,40,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.5,0,1,0,0
190,0,0,1,1,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0
191,0,1,0,0,1,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,1
192,0,1,0,1,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0
193,0,0,1,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8542,0,0,1,1
194,0,1,0,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,1,1
195,1,0,0,0,1,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.7208,1,0,0,1
196,1,0,0,0,1,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146.5208,1,0,0,1
197,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,0
198,0,0,1,1,0,42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8.4042,0,0,1,0
199,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,1
200,0,1,0,0,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0
201,0,0,1,1,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.5,0,0,1,0
202,0,0,1,1,0,,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,69.55,0,0,1,0
203,0,0,1,1,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4958,0,0,1,0
204,0,0,1,1,0,45.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.225,1,0,0,0
205,0,0,1,1,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,1,1
206,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10.4625,0,0,1,0
207,0,0,1,1,0,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.85,0,0,1,0
208,0,0,1,1,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.7875,1,0,0,1
209,0,0,1,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,1
210,1,0,0,1,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,1,0,0,1
211,0,0,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.05,0,0,1,0
212,0,1,0,0,1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,1,1
213,0,0,1,1,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,1,0
214,0,1,0,1,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0
215,0,0,1,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,0
216,1,0,0,0,1,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.275,1,0,0,1
217,0,0,1,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.925,0,0,1,1
218,0,1,0,1,0,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,1,0
219,1,0,0,0,1,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.2917,1,0,0,1
220,0,1,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.5,0,0,1,0
221,0,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.05,0,0,1,1
222,0,1,0,1,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0
223,0,0,1,1,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.05,0,0,1,0
224,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0
225,1,0,0,1,0,38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,0,0,1,1
226,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.35,0,0,1,0
227,0,1,0,1,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.5,0,0,1,1
228,0,0,1,1,0,20.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,1,0
229,0,1,0,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0
230,0,0,1,0,1,,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25.4667,0,0,1,0
231,1,0,0,0,1,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.475,0,0,1,1
232,0,0,1,1,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.775,0,0,1,0
233,0,1,0,1,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.5,0,0,1,0
234,0,0,1,0,1,5,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,31.3875,0,0,1,1
235,0,1,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1,0
236,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.55,0,0,1,0
237,0,1,0,1,0,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,1,0
238,0,1,0,0,1,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,26.25,0,0,1,1
239,0,1,0,1,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.5,0,0,1,0
240,0,1,0,1,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.275,0,0,1,0
241,0,0,1,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.4542,1,0,0,0
242,0,0,1,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.5,0,1,0,1
243,0,1,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.5,0,0,1,0
244,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.125,0,0,1,0
245,0,0,1,1,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.225,1,0,0,0
